Date,Site,Trap.no,Color,Order,Family,Abundance,Include.in.analyses,Needs.ID,sample.type,ID
8/26/2019,GCH6,13,yellow,Hemiptera,Aphididae,6,Y,N,vial,138
6/25/2019,GCH6,13,yellow,Diptera,Dolichopodidae,6,Y,N,vial,113
8/20/2019,GCH6,7,yellow,Diptera,Dolichopodidae,6,Y,N,vial,133
10/7/2019,GCH6,1,yellow,Hemiptera,Aphididae,7,Y,N,vial,176
10/7/2019,GCH6,7,yellow,Hemiptera,Aphididae,7,Y,N,vial,178
8/20/2019,GCH6,1,yellow,Diptera,Dolichopodidae,7,Y,N,vial,132
8/20/2019,GCH6,13,yellow,Diptera,Dolichopodidae,7,Y,N,vial,135
9/23/2019,GCH6,4,yellow,Diptera,Dolichopodidae,7,Y,N,vial,166
10/15/2020,GCH6,NA,yellow,Diptera,Sarcophagidae,7,Y,N,vial,201
10/7/2019,GCH6,4,yellow,Hymenoptera,Ichneumonidae,8,Y,N,vial,177
9/23/2019,GCH6,1,yellow,Diptera,Dolichopodidae,9,Y,N,vial,165
9/16/2019,GCH6,1,yellow,Diptera,Dolichopodidae,10,Y,N,vial,153
10/7/2019,GCH6,4,yellow,Diptera,Dolichopodidae,10,Y,N,vial,177
10/7/2019,GCH6,7,yellow,Diptera,Dolichopodidae,10,Y,N,vial,178
8/25/2020,GCH6,NA,yellow,Diptera,Sarcophagidae,10,Y,N,vial,187
7/29/2019,GCH6,1,yellow,Diptera,Dolichopodidae,11,Y,N,vial,127
9/16/2019,GCH6,7,yellow,Diptera,Dolichopodidae,11,Y,N,vial,155
9/23/2019,GCH6,13,yellow,Diptera,Dolichopodidae,11,Y,N,vial,169
10/7/2020,GCH6,NA,yellow,Hymenoptera,Ichneumonidae,11,Y,N,vial,198
10/7/2019,GCH6,10,yellow,Hymenoptera,Ichneumonidae,11,Y,N,vial,179
10/7/2020,GCH6,NA,yellow,Diptera,Sarcophagidae,11,Y,N,vial,198
10/7/2019,GCH6,4,yellow,Hemiptera,Aphididae,12,Y,N,vial,177
9/16/2019,GCH6,4,yellow,Diptera,Dolichopodidae,12,Y,N,vial,154
9/16/2020,GCH6,NA,yellow,Diptera,Sarcophagidae,12,Y,N,vial,196
10/7/2019,GCH6,7,yellow,Hymenoptera,Ichneumonidae,13,Y,N,vial,178
8/27/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,14,Y,N,vial,190
7/9/2019,GCH6,10,yellow,Diptera,Dolichopodidae,15,Y,N,vial,122
7/22/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,16,Y,N,vial,185
6/25/2019,GCH6,10,yellow,Diptera,Dolichopodidae,16,Y,N,vial,112
10/7/2019,GCH6,1,yellow,Diptera,Dolichopodidae,16,Y,N,vial,176
9/23/2019,GCH6,10,yellow,Diptera,Dolichopodidae,16,Y,N,vial,168
9/23/2019,GCH6,7,yellow,Diptera,Dolichopodidae,16,Y,N,vial,167
6/25/2019,GCH6,1,yellow,Diptera,Dolichopodidae,17,Y,N,vial,110
10/7/2019,GCH6,13,yellow,Hymenoptera,Ichneumonidae,17,Y,N,vial,180
8/26/2019,GCH6,4,yellow,Diptera,Dolichopodidae,18,Y,N,vial,137
8/26/2019,GCH6,13,yellow,Diptera,Dolichopodidae,19,Y,N,vial,138
7/9/2019,GCH6,7,yellow,Diptera,Dolichopodidae,21,Y,N,vial,121
8/20/2019,GCH6,10,yellow,Diptera,Dolichopodidae,22,Y,N,vial,134
7/9/2019,GCH6,4,yellow,Diptera,Dolichopodidae,23,Y,N,vial,120
9/16/2019,GCH6,13,yellow,Diptera,Dolichopodidae,25,Y,N,vial,157
6/25/2019,GCH6,4,yellow,Diptera,Dolichopodidae,30,Y,N,vial,111
9/16/2019,GCH6,10,yellow,Diptera,Dolichopodidae,35,Y,N,vial,156
9/8/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,37,Y,N,vial,193
7/16/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,37,Y,N,vial,183
8/25/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,50,Y,N,vial,187
10/7/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,53,Y,N,vial,198
10/15/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,78,Y,N,vial,201
9/16/2020,GCH6,NA,yellow,Diptera,Dolichopodidae,91,Y,N,vial,196
9/16/2019,GCH6,1,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,3
9/16/2019,GCH6,7,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,68
8/20/2019,GCH6,4,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,165
8/20/2019,GCH6,4,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,166
8/28/2019,GCH6,10,yellow,Diptera,Asilidae,1,Y,N,pinned,178
6/91(?)/19,GCH6,10,yellow,Hymenoptera,Chrysididae,1,Y,N,pinned,206
7/9/2019,GCH6,7,yellow,Hymenoptera,Scoliidae,1,Y,N,pinned,217
7/9/2019,GCH6,7,yellow,Hymenoptera,Scoliidae,1,Y,N,pinned,218
7/9/2019,GCH6,1,yellow,Hymenoptera,Scoliidae,1,Y,N,pinned,222
7/9/2019,GCH6,7,yellow,Hymenoptera,Scoliidae,1,Y,N,pinned,223
7/9/2019,GCH6,10,yellow,Hymenoptera,Scoliidae,1,Y,N,pinned,224
7/9/2019,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,238
6/11/2019,GCH6,4,yellow,Hymenoptera,Crabronidae,1,Y,N,pinned,246
10/7/2019,GCH6,7,yellow,Hymenoptera,Crabronidae,1,Y,N,pinned,356
10/7/2019,GCH6,13,yellow,Hymenoptera,Crabronidae,1,Y,N,pinned,358
10/7/2019,GCH6,13,yellow,Hymenoptera,Crabronidae,1,Y,N,pinned,360
10/7/2019,GCH6,13,yellow,Hymenoptera,Crabronidae,1,Y,N,pinned,361
10/7/2019,GCH6,4,yellow,Coleoptera,Cantharidae,1,Y,N,pinned,365
6/11/2019,GCH6,1,yellow,Lepidoptera,Nymphalidae,1,Y,N,pinned,393
6/11/2019,GCH6,10,yellow,Diptera,Sarcophagidae,1,Y,N,pinned,482
6/11/19?,GCH6,4,yellow,Diptera,Sarcophagidae,1,Y,N,pinned,500
6/11/19?,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,539
6/11/19?,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,555
6/11/19?,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,558
6/11/19?,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,561
6/11/19?,GCH6,1,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,567
6/11/19?,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,576
6/11/19?,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,602
6/11/19?,GCH6,4,yellow,Hemiptera,Membracidae,1,Y,N,pinned,663
6/11/19?,GCH6,4,yellow,Hemiptera,Membracidae,1,Y,N,pinned,664
6/11/19?,GCH6,7,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,676
6/11/19?,GCH6,4,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,680
6/11/19?,GCH6,10,yellow,Diptera,Tachinidae,1,Y,N,pinned,688
6/25/19?,GCH6,13,yellow,Hymenoptera,Sphecidae,1,Y,N,pinned,742
6/25/19?,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,746
6/25/19?,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,747
6/25/19?,GCH6,13,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,748
6/25/19?,GCH6,13,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,749
6/25/19?,GCH6,13,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,750
6/25/2019,GCH6,10,yellow,Hemiptera,Membracidae,1,Y,N,pinned,757
6/25/2019,GCH6,10,yellow,Hemiptera,Membracidae,1,Y,N,pinned,758
6/25/2019,GCH6,10,yellow,Hemiptera,Membracidae,1,Y,N,pinned,759
6/25/2019,GCH6,4,yellow,Hemiptera,Membracidae,1,Y,N,pinned,761
6/25/2019,GCH6,4,yellow,Hemiptera,Cicadellidae,1,Y,N,pinned,764
6/25/19?,GCH6,13,yellow,Hemiptera,Cicadellidae,1,Y,N,pinned,768
6/25/2019?,GCH6,13,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,789
7/9/2019,GCH6,7,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,795
7/10/2019,GCH6,1,yellow,Hemiptera,Cicadellidae,1,Y,N,pinned,801
10/22/2018,GCH6,4,yellow,Diptera,Syrphidae,1,Y,N,pinned,832
10/22/2018,GCH6,4,yellow,Diptera,Syrphidae,1,Y,N,pinned,833
10/22/2018,GCH6,4,yellow,Diptera,Syrphidae,1,Y,N,pinned,834
10/22/2018,GCH6,4,yellow,Diptera,Syrphidae,1,Y,N,pinned,835
10/22/2018,GCH6,4,yellow,Diptera,Syrphidae,1,Y,N,pinned,852
10/22/2018,GCH6,4,yellow,Diptera,Anthomyiidae,1,Y,N,pinned,953
10/3/2018,GCH6,1,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,977
10/3/2018,GCH6,1,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,978
10/3/2018,GCH6,1,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,979
10/3/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,981
10/3/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,982
10/3/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,983
10/3/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,984
10/3/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,987
10/3/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,988
10/3/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,989
10/3/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,990
10/3/2018,GCH6,10,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,1030
10/3/2018,GCH6,13,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,1036
10/3/2018,GCH6,7,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,1048
10/3/2018,GCH6,10,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,1060
10/3/2018,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1072
10/3/2018,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1073
10/3/2018,GCH6,7,yellow,Diptera,Sarcophagidae,1,Y,N,pinned,1083
8/8/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1171
8/8/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1172
8/8/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1173
8/8/2018,GCH6,13,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1182
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1188
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1189
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1191
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1199
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1200
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1201
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1202
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1203
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1205
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1206
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1208
8/8/2018,GCH6,1,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1209
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1211
8/8/2018,GCH6,13,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1225
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1226
8/8/2018,GCH6,13,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1227
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1228
8/8/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1229
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1230
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1232
8/8/2018,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1234
8/8/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1253
8/8/2018,GCH6,1,yellow,Diptera,Sarcophagidae,1,Y,N,pinned,1261
8/8/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1310
8/8/2018,GCH6,10,yellow,Coleoptera,Nitidulidae,1,Y,N,pinned,1320
9/6/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1358
9/6/2018,GCH6,4,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1359
9/6/2018,GCH6,13,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1360
9/6/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1362
9/6/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1363
9/6/2018,GCH6,13,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1364
9/6/2018,GCH6,7,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1369
9/6/2018,GCH6,13,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1379
9/6/2018,GCH6,7,yellow,Diptera,Sarcophagidae,1,Y,N,pinned,1505
9/6/2018,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1577
9/6/2018,GCH6,13,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1578
9/6/2018,GCH6,13,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1584
9/16/2020,GCH6,10,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,1634
5/28/2019,GCH6,10,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,1796
5/28/2019,GCH6,10,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,1797
5/28/2019,GCH6,10,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,1798
5/28/2019,GCH6,10,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,1799
5/28/2019,GCH6,10,yellow,Diptera,Dolichopodidae,1,Y,N,pinned,1816
9/16/2020,GCH6,7,yellow,Lepidoptera,Hesperiidae,1,Y,N,pinned,1826
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1833
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1834
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1835
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1836
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1837
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1838
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1839
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1840
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1841
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1842
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1843
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1844
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1845
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1846
10/15/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1847
10/15/2020,GCH6,13,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1848
10/7/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1849
10/7/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1850
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1851
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1852
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1853
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1854
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1855
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1856
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1857
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1858
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1859
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1860
10/7/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1861
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1868
10/7/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1871
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1878
10/7/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1887
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1908
9/16/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1918
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1924
9/16/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1961
9/16/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1965
10/15/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1970
9/16/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1995
10/7/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1997
10/7/2020,GCH6,10,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1998
7/16/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,1999
7/16/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,2000
10/15/2020,GCH6,1,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,2002
9/8/2020,GCH6,4,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,2006
10/7/2020,GCH6,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,pinned,2007
9/16/2020,GCH6,7,yellow,Hymenoptera,Sphecidae,1,Y,N,pinned,2048
10/15/2020,GCH6,1,yellow,Hymenoptera,Sphecidae,1,Y,N,pinned,2061
7/22/2020,GCH6,13,yellow,Hemiptera,Cicadellidae,1,Y,N,pinned,2076
10/15/2020,GCH6,13,yellow,Hemiptera,Membracidae,1,Y,N,pinned,2095
10/7/2020,GCH6,13,yellow,Hymenoptera,Vespidae,1,Y,N,pinned,2145
9/16/2020,GCH6,1,yellow,Hymenoptera,Scoliidae,1,Y,N,pinned,2182
8/25/2020,GCH6,7,yellow,Hymenoptera,Mutillidae,1,Y,N,pinned,2190
7/16/2020,GCH6,13,yellow,Coleoptera,Mordellidae,1,Y,N,pinned,2197
10/15/2020,GCH6,4,yellow,Hemiptera,Membracidae,1,Y,N,pinned,2200
10/15/2020,GCH6,4,yellow,Hymenoptera,Crabronidae,1,Y,N,pinned,2275
10/15/2020,GCH6,10,yellow,Hemiptera,Nabidae,1,Y,N,pinned,2286
8/8/2018,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/3/2018,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/3/2018,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/22/2018,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/22/2018,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/22/2018,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/11/2019,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/25/2019,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/25/2019,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/25/2019,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/9/2019,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/9/2019,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/9/2019,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/9/2019,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/9/2019,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/9/2019,GCH6,7,yellow,Hymenoptera,Megachilidae,1,Y,N,pinned,NA
8/20/2019,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/20/2019,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/20/2019,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/20/2019,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/26/2019,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/26/2019,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/26/2019,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/26/2019,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/16/2019,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/16/2019,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2019,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2019,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2019,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/16/2020,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/16/2020,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/16/2020,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/16/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/16/2020,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/16/2020,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/16/2020,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/22/2020,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/25/2020,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/25/2020,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/27/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/27/2020,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/27/2020,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/27/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/8/2020,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/8/2020,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/8/2020,GCH6,4,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/8/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/8/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/8/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/16/2020,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/16/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/16/2020,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2020,GCH6,1,yellow,Hymenoptera,Apidae,1,Y,N,pinned,NA
10/7/2020,GCH6,7,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2020,GCH6,10,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2020,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2020,GCH6,1,yellow,Hymenoptera,Megachilidae,1,Y,N,pinned,NA
10/15/2020,GCH6,13,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/15/2020,GCH6,1,yellow,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/15/2020,GCH6,1,,Hymenoptera,Vespidae,1,Y,N,pinned,2128
6/25/19?,GCH6?,11,white,Hymenoptera,Scoliidae,1,Y,N,pinned,735
6/25/19?,GCH6?,11?,white?,Hymenoptera,Sphecidae,1,Y,N,pinned,737
6/25/19?,GCH6?,11?,white?,Hymenoptera,Sphecidae,1,Y,N,pinned,738
6/25/19?,GCH6?,11?,white?,Hymenoptera,Sphecidae,1,Y,N,pinned,739
8/8/18?,GCH6?,11?,white?,Diptera,Bombyliidae,1,Y,N,pinned,1302
8/8/18?,GCH6?,11?,white?,Diptera,Bombyliidae,1,Y,N,pinned,1303
6/25/19?,GCH6?,13?,yellow?,Hymenoptera,Sphecidae,1,Y,N,pinned,740
6/25/19?,GCH6?,13?,yellow?,Hymenoptera,Sphecidae,1,Y,N,pinned,741
10/7/2019,GCH7,15,blue,Diptera,Chloropidae,1,Y,N,vial,252
10/7/2019,GCH7,12,blue,Diptera,Chloropidae,1,Y,N,vial,251
9/23/2019,GCH7,6,blue,Diptera,Dolichopodidae,1,Y,N,vial,243
10/15/2020,GCH7,NA,blue,Diptera,Dolichopodidae,1,Y,N,vial,284
7/22/2020,GCH7,NA,blue,Diptera,Dolichopodidae,1,Y,N,vial,267
9/23/2019,GCH7,12,blue,Hymenoptera,Ichneumonidae,1,Y,N,vial,244
10/15/2020,GCH7,NA,blue,Hemiptera,Miridae,1,Y,N,vial,284
9/23/2019,GCH7,12,blue,Hemiptera,Miridae,1,Y,N,vial,244
